GeneID	Length	X1h_m1_t	X1h_m1_u	X1h_m2_t	X1h_m2_u	X1h_m3_t	X1h_m3_u	X6h_m1_t	X6h_m1_u	X6h_m2_t	X6h_m2_u	X6h_m3_t	X6h_m3_u
ENSMUSG00000102659	3691	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103924	4550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104132	3625	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102747	3310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102386	1017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004	330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516	1222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618	556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458	651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088111	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	4318	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310	417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101514	2002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101033	654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372	1873	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103241	1514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086240	274	3	1	4	1	2	0	0	0	7	2	4	1
ENSMUSG00000048411	2887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557	2482	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058590	304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101235	550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064433	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391	96	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492	1312	2	10	6	1	5	4	0	1	7	2	1	3
ENSMUSG00000118548	1285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101726	622	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096829	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098883	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	1161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100261	1210	5	6	11	2	15	10	0	9	4	5	9	4
ENSMUSG00000101180	328	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048874	14190	472	404	684	500	586	448	981	271	753	399	549	635
ENSMUSG00000103783	2884	13	11	18	6	6	11	20	5	15	14	10	23
ENSMUSG00000104315	3035	29	39	51	25	48	29	123	16	43	18	24	38
ENSMUSG00000117310	4145	0	0	0	0	0	0	7	5	15	17	12	8
ENSMUSG00000026064	5541	14	17	15	6	23	12	10	9	10	21	17	18
ENSMUSG00000117091	726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086726	729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086727	3751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100237	585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098529	138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100910	2858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099796	225	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217	1937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026063	1451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592	564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215	696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101093	1337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960	1513	6	2	7	7	6	5	0	1	0	2	4	3
ENSMUSG00000088620	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058	10291	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000064688	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	1809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104498	1628	5	15	23	13	9	12	17	8	14	7	16	12
ENSMUSG00000104313	1545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102865	1437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102321	3413	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091318	3609	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089489	63	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	2470	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089395	292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	5007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100497	2131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917	1221	4	2	9	6	2	5	14	0	6	5	1	6
ENSMUSG00000100481	1789	3	0	2	3	3	0	2	0	1	0	1	0
ENSMUSG00000100590	751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	1693	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612	2255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065260	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	5938	51	69	81	62	62	56	98	37	91	39	90	80
ENSMUSG00000101682	418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102714	3075	16	7	14	10	20	7	10	5	21	11	7	14
ENSMUSG00000102093	328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103746	889	1	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102198	2314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004768	8285	42	24	37	28	36	30	48	27	43	21	34	29
ENSMUSG00000042215	3059	9	5	4	2	3	4	5	4	6	0	7	3
ENSMUSG00000103072	341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042197	15839	433	351	486	415	573	409	482	227	508	316	411	511
ENSMUSG00000081402	2557	1	3	0	1	2	0	0	0	0	1	5	0
ENSMUSG00000042182	3421	5	14	9	10	5	6	5	9	6	8	15	13
ENSMUSG00000104416	1628	3	3	0	2	2	5	0	0	6	1	2	3
ENSMUSG00000026131	41619	3580	2361	3351	2330	3001	2356	5428	1645	4031	2043	2808	3010
ENSMUSG00000103596	2384	18	28	28	30	22	31	11	17	68	24	25	51
ENSMUSG00000099382	334	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364	1698	42	25	37	21	38	19	30	9	63	21	48	45
ENSMUSG00000105982	73	0	2	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000096992	4782	0	0	0	0	0	1	0	3	0	0	0	0
ENSMUSG00000103001	1247	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104397	430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102839	387	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000101206	1162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101462	2937	4	4	0	9	6	1	0	0	2	2	2	3
ENSMUSG00000102336	6263	32	34	40	29	52	28	49	20	32	28	21	44
ENSMUSG00000092852	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111	2543	110	85	103	96	89	74	180	72	113	64	125	109
ENSMUSG00000101711	529	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026127	8553	164	158	221	176	189	182	301	100	190	142	200	203
ENSMUSG00000026126	6492	4	3	11	14	9	10	14	1	23	5	14	5
ENSMUSG00000100280	2409	0	4	1	1	1	3	0	0	0	0	0	0
ENSMUSG00000101223	1298	0	0	1	0	0	1	0	0	2	0	0	0
ENSMUSG00000026125	1333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101116	292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124	1040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101803	475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	2105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045815	510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045174	4392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100524	423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499	235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521	1396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104098	646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037509	9861	3	8	3	2	2	3	3	5	17	2	6	5
ENSMUSG00000102537	148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118272	171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002	2549	4	3	3	10	8	10	8	2	8	5	6	16
ENSMUSG00000037503	5219	377	352	527	378	454	388	826	254	621	338	426	508
ENSMUSG00000104358	3036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026123	7987	639	601	846	713	823	670	999	405	923	540	730	784
ENSMUSG00000103716	2137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103548	229	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000103760	436	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103997	235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077231	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417	640	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064601	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103096	904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102279	463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103708	761	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104201	425	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434	1372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045216	5542	139	91	189	169	179	140	223	87	166	104	137	142
ENSMUSG00000104523	447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102202	4340	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000037470	12853	783	646	1019	743	979	773	1493	533	1059	667	921	890
ENSMUSG00000098752	62	0	1	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000047180	3217	103	144	218	208	282	171	145	103	216	124	128	166
ENSMUSG00000037447	12540	81	136	242	273	199	202	274	52	202	97	128	141
ENSMUSG00000102762	713	0	0	0	0	0	0	0	0	1	1	0	3
ENSMUSG00000010453	6742	210	223	360	275	305	254	248	127	283	179	205	284
ENSMUSG00000098680	77	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000037432	6356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001143	7359	122	111	147	140	137	127	172	67	149	114	133	132
ENSMUSG00000037408	4829	20	31	39	24	29	30	53	15	44	13	34	33
ENSMUSG00000104316	2159	4	4	0	1	4	4	10	2	0	3	3	2
ENSMUSG00000106081	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138	6420	44	54	52	44	53	44	46	43	82	32	58	48
ENSMUSG00000102845	269	0	1	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000067653	2697	2	1	1	0	3	2	0	1	5	0	0	4
ENSMUSG00000109510	2327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079610	4654	16	18	27	17	19	12	0	6	30	13	18	24
ENSMUSG00000026121	4593	6	24	16	23	25	23	4	12	45	32	15	28
ENSMUSG00000087589	2830	0	0	0	0	0	0	0	0	0	0	3	1
ENSMUSG00000046337	3190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089906	345	1	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000077939	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518	1587	128	177	192	158	162	126	275	158	207	121	231	189
ENSMUSG00000037351	4274	253	235	319	284	255	223	494	159	285	192	243	237
ENSMUSG00000102416	1744	1	1	0	1	0	0	6	0	0	0	2	0
ENSMUSG00000104237	1633	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026117	2992	0	0	1	5	1	0	0	0	2	0	0	0
ENSMUSG00000097291	1012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026116	9413	574	478	725	558	766	567	1103	333	745	446	553	717
ENSMUSG00000103016	143	4	4	6	4	1	1	0	0	0	0	0	6
ENSMUSG00000102930	2413	12	9	20	15	39	20	50	10	39	14	26	21
ENSMUSG00000103159	3552	23	12	34	30	37	27	55	28	48	26	23	39
ENSMUSG00000080054	498	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095944	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122	5964	0	0	0	1	0	2	0	0	0	0	0	1
ENSMUSG00000103603	992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026114	3957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102231	346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113	10387	256	229	351	312	299	225	447	137	359	242	259	288
ENSMUSG00000086064	861	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102879	534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026112	5220	453	438	993	997	713	654	763	327	886	516	755	864
ENSMUSG00000026111	1579	75	81	120	109	72	75	129	65	134	78	139	119
ENSMUSG00000026110	12881	194	351	298	300	500	379	607	181	339	190	299	256
ENSMUSG00000103948	2755	8	7	10	2	23	9	9	11	8	10	14	8
ENSMUSG00000087233	1790	0	1	3	1	3	6	10	2	1	6	0	3
ENSMUSG00000026090	5075	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089767	560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104365	1926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102650	2218	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060771	10662	58	48	79	50	88	68	158	45	152	86	109	137
ENSMUSG00000097268	3089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037216	2051	4	3	8	0	6	5	19	1	9	2	10	8
ENSMUSG00000026088	2770	98	118	257	186	140	93	72	47	165	93	178	177
ENSMUSG00000026087	3226	117	108	207	142	112	113	223	91	174	104	165	127
ENSMUSG00000061584	2564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087374	3990	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026085	888	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089141	237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407	9102	235	260	328	292	406	280	466	153	418	241	367	344
ENSMUSG00000026083	9753	551	499	809	681	735	570	886	358	784	540	637	725
ENSMUSG00000026082	6168	166	125	200	156	196	125	198	79	261	102	127	214
ENSMUSG00000103804	701	11	11	13	8	15	4	44	2	6	5	6	10
ENSMUSG00000102716	1848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037138	6654	2	6	5	11	13	5	29	4	16	6	6	13
ENSMUSG00000085391	912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085280	639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087131	1853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102984	529	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102541	502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	7506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026080	11964	13	3	12	3	5	4	22	5	8	2	7	10
ENSMUSG00000103647	325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102447	772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067604	1001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026078	4219	103	102	130	116	120	106	192	86	137	67	125	144
ENSMUSG00000103046	1639	2	5	8	14	8	9	38	9	17	6	10	15
ENSMUSG00000104188	1843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103182	2087	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000098833	97	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077	4791	0	1	6	5	1	4	0	1	3	4	0	3
ENSMUSG00000092553	283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092563	555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073702	1662	530	553	655	572	536	454	706	396	654	395	702	551
ENSMUSG00000003134	5239	37	18	47	28	69	26	80	40	45	46	30	53
ENSMUSG00000102607	885	5	0	2	1	0	1	0	0	1	0	0	2
ENSMUSG00000065629	215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104827	216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135	3508	35	53	89	66	79	53	53	27	84	39	95	73
ENSMUSG00000085894	1832	190	153	275	182	235	183	279	124	311	160	192	258
ENSMUSG00000077704	110	26	16	28	21	28	15	21	19	38	13	26	37
ENSMUSG00000048234	2838	2423	1790	2538	1630	2091	1537	3590	1538	3597	2247	2951	2987
ENSMUSG00000064936	130	74	59	100	86	96	87	129	50	155	69	114	108
ENSMUSG00000102471	589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050967	6091	135	126	151	68	113	80	264	87	265	128	167	161
ENSMUSG00000097083	3663	3	1	3	3	4	2	0	5	3	0	4	6
ENSMUSG00000057173	2139	0	0	0	0	0	0	0	0	2	0	2	0
ENSMUSG00000091937	352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101634	1068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026074	9579	1295	878	1362	1042	1411	1043	1965	772	1689	956	1218	1321
ENSMUSG00000102985	1330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026073	1908	2	3	0	2	1	2	0	0	0	0	0	1
ENSMUSG00000097899	842	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102975	3071	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026072	6363	41	43	17	10	36	21	67	33	24	20	23	22
ENSMUSG00000103560	6480	5	4	1	0	5	1	0	3	3	1	4	6
ENSMUSG00000070942	6812	360	223	326	186	285	184	355	153	286	207	235	225
ENSMUSG00000103230	685	12	12	13	4	12	10	37	0	5	5	6	9
ENSMUSG00000026069	6894	2	1	8	8	6	4	26	4	3	1	7	20
ENSMUSG00000026070	4817	0	2	4	11	1	5	8	0	1	2	7	2
ENSMUSG00000026068	6752	0	2	10	16	6	2	2	1	4	0	10	13
ENSMUSG00000104441	479	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026065	4562	116	62	97	33	44	33	132	38	95	36	78	63
ENSMUSG00000102676	3947	2	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000026062	6984	3	0	0	0	1	1	7	0	0	0	0	0
ENSMUSG00000103679	803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103270	3261	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041945	5125	32	22	44	33	33	23	39	13	25	21	43	23
ENSMUSG00000079588	2716	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000094136	496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104072	546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100185	2613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100832	3198	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000100178	1045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101877	1099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053640	1383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101919	463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101299	1734	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100180	1271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106	533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060424	4458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104199	676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093436	1712	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045515	7733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097063	1257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099784	2170	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060679	5763	118	82	118	102	129	98	215	65	178	91	162	143
ENSMUSG00000077448	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041907	7238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089088	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070939	10972	201	147	273	176	241	178	339	111	283	125	215	212
ENSMUSG00000100269	414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041878	1248	1	1	2	1	3	3	0	0	0	0	0	2
ENSMUSG00000010290	3458	65	45	91	72	91	65	86	52	113	49	102	65
ENSMUSG00000008136	1897	0	0	0	0	1	1	0	0	4	0	7	0
ENSMUSG00000094497	483	370	305	439	338	347	301	634	263	484	249	424	376
ENSMUSG00000099576	1188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099694	453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101923	380	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066877	4455	11	4	33	18	36	22	5	15	23	14	12	17
ENSMUSG00000103422	2491	2	0	1	0	2	0	5	0	2	0	2	0
ENSMUSG00000103945	1293	1	0	3	4	9	1	0	0	3	0	2	2
ENSMUSG00000026051	902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100764	458	1	0	1	2	0	1	0	3	5	1	1	2
ENSMUSG00000100635	612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100480	499	3	1	3	4	1	5	13	1	7	0	3	3
ENSMUSG00000057363	5097	82	99	104	99	107	88	154	53	133	63	90	99
ENSMUSG00000090243	1279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100701	545	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101395	816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095757	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041763	10078	490	404	626	518	600	436	940	311	752	422	486	615
ENSMUSG00000047343	4300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090106	180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091844	20036	2	0	3	2	1	3	0	10	5	4	4	4
ENSMUSG00000026049	1926	24	17	33	16	15	16	12	12	43	15	18	30
ENSMUSG00000101104	676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026047	3199	53	43	70	37	45	52	62	40	75	38	63	57
ENSMUSG00000041684	4206	63	56	91	68	75	55	68	24	65	54	53	72
ENSMUSG00000026048	5864	52	65	96	66	72	55	113	34	82	39	73	75
ENSMUSG00000046828	3961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089703	957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100966	989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100769	1108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101567	309	0	0	4	3	2	1	0	1	0	0	1	2
ENSMUSG00000056870	3758	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000102319	4563	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000089877	420	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101701	905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103071	1551	0	1	0	0	1	0	1	0	0	1	0	0
ENSMUSG00000100434	528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100013	667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101251	745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101937	940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026043	9816	18	13	115	133	54	77	76	16	31	17	26	39
ENSMUSG00000105211	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026042	9591	9	11	51	90	45	50	42	27	58	27	25	38
ENSMUSG00000104476	7217	1	0	7	3	2	5	0	0	0	3	0	3
ENSMUSG00000100218	524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100361	981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100894	584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095121	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065255	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100843	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087764	203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025995	4900	145	132	160	143	135	107	214	87	263	89	177	188
ENSMUSG00000099850	1779	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084817	423	45	69	64	82	59	50	63	42	60	41	94	56
ENSMUSG00000098549	749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099381	1176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025993	9000	0	1	3	6	2	0	11	2	2	5	6	5
ENSMUSG00000099946	1601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070896	465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090682	264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044457	4667	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000099432	560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041144	19984	0	0	0	0	1	0	0	0	1	0	0	2
ENSMUSG00000096047	119	0	0	0	0	0	0	0	0	0	0	0	0
